X,Dam_Name,Continent,Lat,Long,Source,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
2459,RIVERSBEND,Africa,-28.76694444,31.56694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35128dams with location,catchment,and attribute information",5,0.11,1471.6,203,404,15,20.4,258.3
4718,SINQUMENI DAM,Africa,-33.18888889,26.97916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35129dams with location,catchment,and attribute information",8,0.62,10.4199,132,394,0,19.2,5.7
194,Liptougou,Africa,13.18333333,0.316666667,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 35130dams with location,catchment,and attribute information",5,7.585,16194.2,255,53,3,26.7,59.9
939,KWAGGASBULT DAM,Africa,-23.4,29.31666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35131dams with location,catchment,and attribute information",8,1,26.1952,1079,668,58,18.8,6.4
3059,ROADSIDE DAM,Africa,-29.71388889,29.43666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35132dams with location,catchment,and attribute information",7,0.094,66.7743,1793,514,229,12.9,134.9
1935,PEET GELDENHUYS DAM,Africa,-26.48361111,28.58361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35133dams with location,catchment,and attribute information",7,0.25,708.856,1649,570,19,13.4,24.1
4300,DE HOEK DAM (PREVIOUSLY SLANGHOEKDAM),Africa,-33.63805556,19.19194444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35134dams with location,catchment,and attribute information",7,0.204,15.7236,533,469,111,15.4,4.3
5307,SANDHOEK DAM,Africa,-33.83888889,20.89722222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35135dams with location,catchment,and attribute information",8,0.344,41.1759,526,638,65,17.9,1.5
5197,STETTYN NO. 5 DAM,Africa,-33.88836111,19.36144444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35136dams with location,catchment,and attribute information",7,0.85,47.911,480,478,57,16.9,8
3414,WILDEBEESHOEK,Africa,-30.6625,26.15111111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35137dams with location,catchment,and attribute information",8,0.3,1.66212,1367,480,64,13.5,38.3
1465,VRYSTAAT DAM,Africa,-25.55027778,31.45027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35138dams with location,catchment,and attribute information",8,0.3,14.9091,509,553,157,20.9,7.5
3362,ROOIVLEI-SEDAM,Africa,-30.96811111,21.51319444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35139dams with location,catchment,and attribute information",9,0.05,30.1948,1366,855,48,15.3,4.3
3126,DUDLEY PRINGLE DAM,Africa,-29.53194444,31.13888889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35140dams with location,catchment,and attribute information",7,2.273,60.9067,110,388,47,21.1,338.5
4479,SETTLERS DAM,Africa,-33.41166667,26.50972222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35141dams with location,catchment,and attribute information",7,5.62,185.187,306,510,44,17.1,6
4927,GELUKSDAL DAM,Africa,-34.06611111,24.33605556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35142dams with location,catchment,and attribute information",7,0.18,41.8134,216,683,149,16.9,4.2
4045,FONTEINTJIE DAM,Africa,-32.95805556,19.30666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35143dams with location,catchment,and attribute information",7,0.136,12.7873,976,568,332,13.7,2.5
4267,WOLWEHOEKKLOOF DAM,Africa,-33.68472222,19.91805556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35144dams with location,catchment,and attribute information",8,0.05,14.1104,875,823,326,15,2.6
3474,RONDAWEL DAM,Africa,-31.50733333,23.61916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35145dams with location,catchment,and attribute information",9,0.119,34.9467,1390,906,63,13.8,3.8
2535,PALMIETFONTEIN DAM,Africa,-28.50194444,26.585,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35146dams with location,catchment,and attribute information",8,0.935,25.2727,1373,499,67,15.2,15.9
3851,GAMKA DAM,Africa,-32.23833333,22.58666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35147dams with location,catchment,and attribute information",8,2.17,111.901,1335,730,0,14.8,2.5
1454,LEBOMBO DAM,Africa,-25.58027778,31.925,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35148dams with location,catchment,and attribute information",8,0.81,12.0034,221,328,59,21.3,6.4
3870,SKELMHOEK DAM,Africa,-32.17638889,24.89166667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35149dams with location,catchment,and attribute information",8,0.182,10.3545,1619,847,162,11.2,4.3
3883,RIETPOORT DAM,Africa,-32.14136111,25.03077778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35150dams with location,catchment,and attribute information",8,0.297,208.527,1759,913,0,12.2,3.9
3345,VANSTADENSRUS DORPS DAM,Africa,-29.98352778,27.01916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35151dams with location,catchment,and attribute information",8,1.8,60.4447,1536,525,100,13.7,6.9
4738,AVALON NO.1-DAM,Africa,-33.17083333,19.15416667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35152dams with location,catchment,and attribute information",7,0.057,17.0727,466,405,394,15.6,2.9
4332,ROOIKLOOF DAM,Africa,-33.58166667,21.67861111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35153dams with location,catchment,and attribute information",8,0.063,36.1122,343,786,196,17.8,1.1
4940,VREDENHOF GROOT DAM,Africa,-34.04694444,18.80722222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35154dams with location,catchment,and attribute information",7,0.147,15.2983,111,403,109,17,5.2
3557,SPRINGFIELDNO.1-DAM,Africa,-31.17561111,25.59933333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35155dams with location,catchment,and attribute information",9,0.125,11.2014,1633,695,127,11.9,6
2565,BRADFIELD DAM,Africa,-29.43888889,26.61944444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35156dams with location,catchment,and attribute information",8,0.075,115.988,1524,523,50,13.9,10.9
1915,BOTHA DAM (SASOL SECUNDA),Africa,-26.55027778,29.12777778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35157dams with location,catchment,and attribute information",8,0.8,64.1129,1606,246,22,13.6,48.7
4602,MILNER DAM,Africa,-33.31169444,26.4285,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35158dams with location,catchment,and attribute information",8,0.255,11.4803,609,703,150,15.4,6.7
4463,RIVIERA-GROOT DAM,Africa,-33.43361111,19.68361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35159dams with location,catchment,and attribute information",7,0.06,164.258,937,613,105,16.6,2.7
1597,ZONDI RESERVOIR,Africa,-26.23222222,27.85555556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35160dams with location,catchment,and attribute information",8,0.125,0.192566,1649,644,85,14.8,15
5502,NATAN-SE-DAM,Africa,-34.26308333,19.03933333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35161dams with location,catchment,and attribute information",6,0.1,354.098,336,768,49,16.2,5.6
1710,LAKE HERITAGE DAM (ALOE COVE DAM),Africa,-25.95638889,27.85833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35162dams with location,catchment,and attribute information",7,1.35,538.208,1401,605,67,15.7,115.1
3501,MHLANGA DAM-TRANSKEI,Africa,-31.43,28.92833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35163dams with location,catchment,and attribute information",7,1.96,17.0351,965,506,72,15.1,86.5
5518,KLEIN PALMIET DAM,Africa,-34.24277778,18.95638889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35164dams with location,catchment,and attribute information",7,0.977,17.922,464,512,128,15,5.7
4974,ORANGE GROVE DAM,Africa,-34.02777778,24.71666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35165dams with location,catchment,and attribute information",8,0.13,33.6398,193,629,197,17.6,3.6
4306,STAART VAN PAARDEBERG DAM,Africa,-33.62694444,18.84,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35166dams with location,catchment,and attribute information",7,0.05,13.2265,195,394,63,17.9,4.6
4941,VREDENHOF DAM,Africa,-34.04597222,18.80733333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35167dams with location,catchment,and attribute information",7,0.063,15.2983,111,403,109,17,5.2
2,Bezirk,Africa,36.71972222,10.62722222,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 35168dams with location,catchment,and attribute information",7,6.5,69.4802,96,264,40,22.9,3.1
974,BIESIESVLEI,Africa,-23.06388889,31.46472222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35169dams with location,catchment,and attribute information",7,0.12,94.8486,353,360,38,22.2,4.3
3585,UPPER NQXAKAXA DAM,Africa,-32.09486111,28.26961111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35170dams with location,catchment,and attribute information",7,0.048,11.2745,815,292,66,15.5,19.6
1074,MANORVLEI DAM NO.2,Africa,-23.81694444,30.18361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35171dams with location,catchment,and attribute information",6,0.1,664.033,694,504,67,20.1,5.2
1044,THE JUNCTION BIG DAM,Africa,-23.86666667,30.375,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35172dams with location,catchment,and attribute information",6,0.25,1366.02,556,442,23,21.2,4.5
2622,RIVERSIDE TOP DAM,Africa,-29.3725,29.70583333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35173dams with location,catchment,and attribute information",7,0.09,100.074,1976,541,95,13.3,108.4
1008,FOSKOR NORTHERN TAILINGS DUMP DAM A,Africa,-23.98333333,31.11666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35174dams with location,catchment,and attribute information",8,1.9,15.1039,389,519,58,21.9,3.8
973,TEVREDE DAM,Africa,-23.06694444,30.25027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35175dams with location,catchment,and attribute information",7,0.1,60.2536,894,611,144,19.7,7.3
4845,NUWEBERG DAM,Africa,-34.08972222,19.05305556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35176dams with location,catchment,and attribute information",7,3.86,17.2482,464,512,281,15,16.7
2191,EASTWOOD  FARM,Africa,-27.662,30.70652778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35177dams with location,catchment,and attribute information",7,0.61,14.8273,1342,410,37,15.2,84.2
3575,KOMMANDANTSKOP  DAM,Africa,-31.06694444,26.55027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35178dams with location,catchment,and attribute information",9,0.67,11.399,1602,695,30,11.6,14.3
4392,THE PINES DAM,Africa,-33.48694444,19.58166667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35179dams with location,catchment,and attribute information",7,0.22,368.742,882,761,53,15.2,2.8
3320,EGMONT DAM,Africa,-30.0525,27.0275,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35180dams with location,catchment,and attribute information",7,9.784,312.043,1536,525,43,13.6,13.3
1528,LOSKOP DAM,Africa,-25.41694444,29.35833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35181dams with location,catchment,and attribute information",7,361,12288,1072,639,160,18.3,7.7
2249,NO NAME,Africa,-27.33194444,28.7575,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35182dams with location,catchment,and attribute information",8,0.191,35.0848,1602,413,51,14,21.5
4582,DE RUST ROAD DAM,Africa,-33.32222222,19.40138889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35183dams with location,catchment,and attribute information",6,0.182,160.008,811,441,68,16.9,2.7
1054,TP-BO DAM,Africa,-23.85027778,30.50833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35184dams with location,catchment,and attribute information",8,0.1,13.5458,556,442,57,20.9,4.8
754,Lake Alice,Africa,-19.03083333,28.21833333,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 35185dams with location,catchment,and attribute information",6,0.5,884.87,1108,508,14,18.2,10.3
1641,KENDAL POWERSTATION EMERGENCY DAM,Africa,-26.09416667,28.95805556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35186dams with location,catchment,and attribute information",8,0.055,34.1109,1579,319,45,14,40.2
2436,GRUNAU DAM NO.2,Africa,-28.81694444,29.61694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35187dams with location,catchment,and attribute information",8,0.1,0.376122,1101,329,0,16.8,39.4
4865,VYGEBOOM DAM,Africa,-34.08416667,19.09944444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35188dams with location,catchment,and attribute information",7,0.573,9.59959,625,575,64,15.9,36.2
4263,GOLIATSVLEI DAM,Africa,-33.69516667,19.55983333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 35189dams with location,catchment,and attribute information",8,0.18,17.4992,451,555,83,18.1,3.8
