"X","Dam_Name","Continent","Lat","Long","Source","Flag","Article_source","ORD_FLOW","Capacity","up_area_sk","row_min_ppt","sgr_dk_rav","row_min_tmax","row_max_aet","row_median_q","row_max_ppt","row_min_PDSI","row_min_soil","underground"
790,"Stieglers Gorge ","Africa",-7.79078467,37.86995133,"International Rivers Africa / http://www.vijana.fm/2010/12/17/electricity-dearth-in-tanzania/https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",4,900,158649,4.2,37,27.6,133.1,1.65,301.4,-3.65,17.6,309
769,"Busanga ","Africa",-5.374526,13.54375,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",2,350,3682530,0.2,9,26.6,111.2,3.45,259.4,-2.33,96.4,418
581,"Singrobo","Africa",6.07255,-4.939583333,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/05/13/000333038_20110513014421/Rendered/PDF/618110v30WP0BP00Box358352B00PUBLIC0.pdf","record","A global boom in hydropower dam construction",4,80,60154.4,5,3,29,144.2,3.45,188.8,-5.1,9.5,120
465,"Olougbe","Africa",8.797916667,2.202083333,"http://infrastructureafrica.org/system/files/library/2011/05/BP09_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",7,42,16167.5,0,108,28.6,124.7,3.15,183.5,-6.46,10.4,237
624,"Low Grand Falls","Africa",5.060416667,-6.20625,"http://magazine.appro.org/index.php?option=com_content&task=view&id=1379&Itemid=44","record","A global boom in hydropower dam construction",4,140,68232.3,9.1,16,27.5,123.4,3.5,428.7,-2.33,68.1,106
404,"Kainji And Jebba Hydropower","Africa",9.53958333,4.546705,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",6,600,886.041,0,20,29.5,137.8,1.65,294.8,-9.19,40.2,126
315,"Cogon River (Boke)","Africa",10.926697,-14.32708333,"http://en.wikipedia.org/wiki/List_of_power_stations_in_Guinea / http://www.ecowrex.org/eg/cogon-river","record","A global boom in hydropower dam construction",4,130,2860.72,0,13,31.8,147.9,3.2,1132.7,-3.81,59.2,267
66,"M'D®®z - El Menzel","Africa",33.83641748,-4.64375,"World Atlas (& http://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/EESS-Renouvelable%20et%20PERG-Resume_English.pdf)","record","A global boom in hydropower dam construction",5,125,4787.03,0.6,110,17.2,89.4,0.65,118.3,-5.52,7,475
634,"Nachtigal ","Africa",4.29375,11.213714,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",3,330,123914,4.7,7,28.1,127.2,12.1,326.2,-5.98,80.1,87
498,"Halele Werabesa ","Africa",8.27291667,37.874418,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",5,450,1707.48,0.7,45,24,113.6,2.65,259.3,-3.81,13.2,374
697,"Bygoe","Africa",0.30903837,30.10208333,"http://infrastructureafrica.org/system/files/BP5_PowerSpending_maintxt%20new.pdf","record","A global boom in hydropower dam construction",6,13,254.579,23.8,309,27,105,5,209,-4.39,23.5,594
1031,"Tokwe-Mukorsi ","Africa",-20.727096,30.902096,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",5,6,7135.99,2.9,58,23.4,131.9,1.2,137.9,-2.95,10,599
731,"Ewaso Ngiro ","Africa",-1.21458333,35.867942,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",6,180,1697.01,6.5,57,24.2,109.5,2.05,127.2,-5.26,8.9,287
668,"Nyagak Iii","Africa",2.449945,30.98125,"http://en.wikipedia.org/wiki/List_of_power_stations_in_Uganda","record","A global boom in hydropower dam construction",6,4.36,625.194,5,275,25.6,116.3,3.95,238,-5.11,15.6,326
541,"Gibe 3 ","Africa",6.847222,37.30208333,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",4,1870,34199.2,7.2,81,30.1,132.1,3.3,153.4,-6.78,8,527
602,"Asouso","Africa",5.26875,-2.160416667,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/05/13/000333038_20110513014421/Rendered/PDF/618110v30WP0BP00Box358352B00PUBLIC0.pdf","record","A global boom in hydropower dam construction",5,51,6429.57,19.1,15,27.6,130.3,5.2,354.5,-3.93,177,321
869,"Mupata Gorge","Africa",-15.62708333,30.0833,"http://www.zaraho.org.zm/mupata-gorge.html","record","A global boom in hydropower dam construction",3,1200,857868,0,6,27.6,139.6,1.3,230,-4.98,9.1,733
2773,"Slypsteen","Africa",-29.441364,23.91875,"http://www.sahra.org.za/sites/default/files/additionaldocs/Deelfontein%20%28Slypsteen%29%20Hydro%20-%20Background%20Information%20Document.pdf","record","A global boom in hydropower dam construction",4,18,95457.3,1.1,21,19.7,102.6,1.7,108,1.73,0,586
554,"Saint Paul 1B","Africa",6.72803,-10.57708333,"http://www.ecowrex.org/eg/saint-paul-1b","record","A global boom in hydropower dam construction",4,78,19504.3,23.2,21,29.2,125.5,49.75,860.6,-3.22,117.5,41
765,"Sounda Gorge","Africa",-4.069412,12.16041667,"McCartney. M. P. 2007 /","record","A global boom in hydropower dam construction",4,1000,55479.5,0.1,76,26.5,109.9,15.4,267.7,-1.84,189.4,533
592,"Son Mbengue","Africa",6.014583333,10.03541667,"http://caa-cam.org/index.php?pid=292","record","A global boom in hydropower dam construction",7,930,504.095,0,0,26.1,125.1,6.95,440,-6.92,59.9,342
252,"Kouravel","Africa",11.86875,-12.809744,"http://www.ecowrex.org/eg/kouravel","record","A global boom in hydropower dam construction",5,135,1336.8,0,5,30,150.9,1.45,435.6,-6.17,44.5,297
435,"Amaria I","Africa",9.464583333,-10.56875,"http://www.southworld.net/newtest/index.php/component/k2/item/134-energy-in-africa--giants","record","A global boom in hydropower dam construction",5,665,525.584,0,13,29.6,146.1,5.95,509.7,-4.84,77.3,173
628,"Hemang","Africa",5.1887175,-1.5737825,"McCartney. M. P. 2007  / http://www.modernghana.com/news/72421/1/four-hydro-dams-in-the-pipeline.html","record","A global boom in hydropower dam construction",4,93,22582.7,19,17,27.3,126.4,4.35,367.5,-2.06,21.9,88
621,"Tiboto","Africa",4.850460333,-7.591206333,"FAO AFRICA","record","A global boom in hydropower dam construction",4,225,27634.1,54.1,11,27.7,140.2,27.9,606.1,-2.3,143.7,163
169,"Moussala","Africa",13.23541667,-10.69791667,"http://www.ecowrex.org/eg/moussala","record","A global boom in hydropower dam construction",4,30,28612,0,8,30.8,151.5,0.75,254.1,-7.57,21.9,264
730,"Maziba","Africa",-1.31875,30.08295733,"http://en.wikipedia.org/wiki/List_of_power_stations_in_Uganda","record","A global boom in hydropower dam construction",6,6.5,722.544,9.3,0,23.7,89.8,4.3,203.8,-5.68,22.1,733
929,"Bakota Gorge","Africa",-17.98828333,26.52838333,"FAO / http://www.comesaria.org/site/en/opportunities_details.php?chaine=batoka-gorge-hydro-power-station&id_opportunities=430&id_article=290","record","A global boom in hydropower dam construction",3,1600,530002,0,28,27.1,128.9,1.1,311.1,1.71,18.3,624
702,"Magwagwa","Africa",-0.486,35.03541667,"http://infrastructureafrica.org/system/files/BP9_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",5,94.6,3196.1,55.8,63,26.2,119.9,5.5,162.1,-4.58,16.7,342
430,"Diaraguela","Africa",9.322916667,-8.614583333,"http://www.ecowrex.org/eg/diaraguela","record","A global boom in hydropower dam construction",6,72,3798.29,0,22,28.7,125.1,5.6,319.7,-5.09,30,140
313,"Diebuugo","Africa",10.88958333,-3.185416667,"http://infrastructureafrica.org/system/files/library/2011/05/BP09_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",5,12,13519,0,3,30,150.6,1.1,369,-6.6,17.8,69
930,"Devil'S Gorge","Africa",-17.98236483,26.90930183,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",3,1200,539538,0,9,28.1,128.5,0.95,362.5,1.53,24.1,518
282,"Fello Sounga","Africa",11.55525,-13.26775,"http://infrastructureafrica.org/system/files/BP9_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",5,82,2479.17,0,19,30.4,147.9,1.55,677.4,-4.65,55.8,248
299,"Grand Ethiopian Renaissance ","Africa",11.21458333,35.093056,"http://en.wikipedia.org/wiki/Grand_Ethiopian_Renaissance_Dam","record","A global boom in hydropower dam construction",3,6000,174830,0,23,29,121,0.8,309,-9.27,17.8,555
544,"Gojeb Hydropower Project","Africa",7.12916667,36.575,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",7,150,10.2236,18.9,1244,17.3,114.1,6.25,267.4,-7.56,39.8,713
659,"Chollet","Africa",2.20625,14.59791667,"http://www.congo-site.com/Relance-du-projet-de-construction-du-barrage-de-Chollet_a13390.html","record","A global boom in hydropower dam construction",4,600,33228.4,13.9,0,29.9,121.7,4.85,269.9,-8.82,28.8,365
603,"Asouso","Africa",5.26875,-2.160416667,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/05/13/000333038_20110513014421/Rendered/PDF/618110v30WP0BP00Box358352B00PUBLIC0.pdf","record","A global boom in hydropower dam construction",5,51,6429.57,19.1,4,27.6,130.3,5.2,354.5,-3.93,177,321
178,"Badoumbe","Africa",13.64791667,-10.215068,"http://www.ecowrex.org/eg/badoumbe","record","A global boom in hydropower dam construction",4,70,100253,0,15,30.8,143.4,0.5,280.1,-4.2,17,515
532,"Mano River","Africa",7.184009167,-11.31182417,"http://www.ecowrex.org/eg/mano-river--0","record","A global boom in hydropower dam construction",4,180,7038,16.2,24,28.6,123.2,41.25,776.5,-4.17,143.3,49
796,"Kalungwishi ","Africa",-9.06539,29.05289,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",4,210,26463.7,0,12,28,124.8,5.25,309.2,-4.5,41.1,213
625,"Low Grand Falls","Africa",5.060416667,-6.20625,"http://magazine.appro.org/index.php?option=com_content&task=view&id=1379&Itemid=44","record","A global boom in hydropower dam construction",6,140,68232.3,9.1,30,27.5,123.4,3.5,428.7,-2.33,68.1,106
163,"Gouina ","Africa",14.083335,-11.24791667,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",4,572,146920,0,15,31,140.4,0.7,260.7,-3.58,13.8,345
270,"Beles","Africa",11.68958333,37.15208333,"http://infrastructureafrica.org/system/files/BP9_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",5,460,3586.97,0.4,4,24,121.9,0.7,419,-5.3,24.3,86
849,"L®≤rio","Africa",-15.53541333,30.36875333,"http://www.iisd.org/tkn/pdf/energy_security_mozambique.pdf / http://www.sciencedirect.com/science/article/pii/S1359612807701428","record","A global boom in hydropower dam construction",4,120,149297,0,4,28.8,134.7,1.1,247.3,-4.81,8.6,615
2900,"Torquay","Africa",-29.28541667,23.86169,"http://www.sahra.org.za/sites/default/files/additionaldocs/Tullochgorum%20%28Torquay%29%20Hydro%20-%20Background%20Information%20Document.pdf","record","A global boom in hydropower dam construction",4,22,95816.8,0.7,15,20.2,112.4,1.65,118.3,1.75,0,417
454,"Gozonguezia","Africa",8.510416667,-9.452083333,"http://www.ecowrex.org/eg/gozonguezia","record","A global boom in hydropower dam construction",6,48,255.108,0.6,3,29.6,147.3,8.35,403.5,-6.04,44.6,182
412,"Zungeru","Africa",9.8343385,6.1593385,"McCartney. M. P. 2007 / http://www.cneec.com.cn/NewsCenter/synewscenter/s5/201301/1749.html","record","A global boom in hydropower dam construction",4,700,41963.5,0,33,29.4,146,1.5,334.4,-10.89,44.7,88
798,"Ruhudji ","Africa",-8.974541,35.91041667,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",5,685,6755.87,1.7,2,27,128.4,0.9,388.3,-7.35,60,24
558,"Ketou Oueme","Africa",6.592302,2.495198,"http://www.ecowrex.org/eg/ketou-oueme","record","A global boom in hydropower dam construction",4,160,48800.4,5.4,0,28.4,136,4,269.1,-3.65,9.1,85
429,"Diaraguela","Africa",9.322916667,-8.614583333,"http://www.ecowrex.org/eg/diaraguela","record","A global boom in hydropower dam construction",5,72,3798.29,0,0,28.7,125.1,5.6,319.7,-5.09,30,140
570,"Soubre","Africa",5.787938506,-6.614583333,"http://eng.sinohydro.com/index.php?m=content&c=index&a=show&catid=42&id=172, C","record","A global boom in hydropower dam construction",4,275,62970.2,2.5,6,28.5,127.1,5.1,219.3,-5.02,42.4,65
549,"Awisam","Africa",6.52776,-0.977083333,"http://infrastructureafrica.org/system/files/BP9_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",6,88,395.53,1.5,12,28.5,133.9,4.9,249.8,-5.08,11.6,129
552,"Saint John","Africa",6.598581,-9.601419,"http://www.ecowrex.org/eg/saint-john","record","A global boom in hydropower dam construction",4,67,2705.51,15.8,16,29.6,121.4,14.4,621.9,-3.62,88.1,91
2694,"Riemvasmaak","Africa",-28.6501365,20.4376365,"http://aurecon.webfoundryza.com/assets/files/108361%20Riemvasmaak/Riemvasmaak%20FSR_ver3.pdf","record","A global boom in hydropower dam construction",4,40,426343,0.3,16,22.9,74.3,0.4,78.2,1.52,0,543
553,"Saint Paul 2","Africa",6.72207,-10.59043,"http://www.ecowrex.org/eg/saint-paul-2","record","A global boom in hydropower dam construction",4,120,19507.3,23.9,21,29.2,124.8,62.8,861.6,-3.27,119.7,41
836,"Labeanga","Africa",-13.6824845,39.7300155,"http://infrastructureafrica.org/system/files/BP5_PowerSpending_maintxt%20new.pdf","record","A global boom in hydropower dam construction",4,17,56372.3,1.1,19,29.4,135.7,0.55,290.7,-5.1,18,114
154,"Kandadji","Africa",14.547862,1.035416667,"http://en.wikipedia.org/wiki/Kandadji_Dam","record","A global boom in hydropower dam construction",4,130,610120,0,3,31.8,99.9,0.1,105.1,-7.57,0.4,115
648,"Shukoli","Africa",4.03640567,31.63442767,"http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf / http://africanspotlight.com/2011/09/south-sudan-to-build-hydropower-dam-along-nile-river/","record","A global boom in hydropower dam construction",3,235,463626,2.5,12,31.3,132,3.55,160,-7.5,11.2,360
272,"Beles","Africa",11.68958333,37.15208333,"http://infrastructureafrica.org/system/files/BP9_Irrig_spdg_xctry_annex.pdf","record","A global boom in hydropower dam construction",7,460,3586.97,0.4,0,24,121.9,0.7,419,-5.3,24.3,86
853,"Kholombizo","Africa",-15.30625,35.07291667,"http://eneken.ieej.or.jp/data/5006.pdf ","record","A global boom in hydropower dam construction",3,140,135343,1.1,4,25.7,113.1,1.75,350.4,-2.54,30.3,1
838,"Jamba Ya Mina","Africa",-14.32082717,15.35000617,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",4,120,14038.9,0,28,24.9,141.9,3.3,423,-2.51,22.4,235
753,"Ruzizi  3","Africa",-3.167465,29.22708333,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",5,26,12345.9,1.3,6,28.9,123.2,27.7,475.2,5.33,24.8,163
942,"Gairezi","Africa",-18.59375,32.73541667,"http://allafrica.com/stories/201302211161.html","record","A global boom in hydropower dam construction",6,30,194.259,2.5,70,20.8,136,3,222.7,-2.85,26.5,387
657,"Nimule ","Africa",3.61728567,32.01604767,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",3,750,430532,4,13,31.2,141.7,3.5,151,-6.42,10.9,426
690,"Semliki ","Africa",0.55944117,29.05110783,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.
","record","A global boom in hydropower dam construction",5,28,2906.43,8.5,14,30,121.5,5.35,148.9,-6.09,12.4,248
13605,"Xekong 4","Asia",15.513099,106.78819,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,400,5281.52,8.7,27,26.5,156.2,7.85,726.5,2.65,49.6,308
6435,"Satpara","Asia",35.244444,75.6375,"Pakistan Water & Power Development Authority","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,17.3,270.342,7.4,81,-4.9,58.9,0.5,40,-2.85,6.9,847
7645,"Youyang Xishakou","Asia",29.15292117,108.8570878,"http://cdm.unfccc.int/s/DB/RINA1341556626.05/view","record","A global boom in hydropower dam construction",6,3.2,302.663,13.3,476,7,143.2,2.8,201,-6.24,13.8,695
19681,"Alborz (Pashakola)","Asia",36.226627,52.806059,"Iran Water Resources Management Company","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,10,214.022,2.9,0,12.4,82.1,2.25,94.1,-3.25,8,682
9641,"Mantaung","Asia",22.995042,98.616231,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,225,2236.13,1.3,48,23.7,130.6,4.7,277.3,-6.43,171.2,640
13613,"Huay Pong Torn Lum","Asia",15.57694,107.0064,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",5,15,232.416,4.5,420,23.3,154.7,78.9,1123.9,2.17,44.5,506
